Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Central African Republic,CAF,GDP (current US$),112155598.49,123134583.46,124482773.83,129379123.76,142025078.74,150574795.41,157930018.09,163820513.56,191767441.60,188039210.13,189106529.21,201450799.83,230317883.36,271183082.04,281398705.57,378660016.27,451152461.31,507298147.53,610578631.99,700764747.76,797048198.53,694803622.90,748312390.76,658679332.68,637820670.30,864849836.29,1122265013.42,1200991977.81,1264899287.51,1233930280.92,1440711459.17,1377374986.59,1411917553.12,1278781261.56,851174356.78,1115389673.69,1007791127.10,937741513.02,967338389.65,999477510.69,916777282.69,932648604.75,996068144.88,1142315522.54,1272360517.32,1337894378.74,1461859762.33,1699811294.95,1993407888.50,2067381665.25,2142591540.40,2437982705.12,2510126512.23,1691544110.19,1894813389.40,1695825714.19,1825018144.66,2072349972.68,2220979146.11,2221301351.44,2326720900.38,2516498412.46,2382618615.02,2555492085.25
Canada,CAN,GDP (current US$),40563768946.95,41038192837.90,42336211555.83,45140337826.99,49503663836.37,54649410478.52,61252415404.69,65856924423.97,72048833006.16,79405011124.82,88192257632.31,99606454743.51,113463848873.62,131764343565.64,160949188139.06,174419757176.56,207271612576.07,212325176304.65,219369542386.25,243891124295.72,274776566028.05,307246642755.86,314647807408.61,341866277182.73,356718400123.54,366186012449.65,379006836991.72,433134238310.71,509380027626.55,567211993243.24,596075591360.99,612527712315.62,594387358318.86,579053561739.40,579944346807.26,605961090061.21,630607994132.75,654986999855.55,634000000000.00,678412196271.12,744773415931.59,738981792355.37,760649334098.01,895540646634.79,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.60,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1743725183672.52,1655684730000.19,2007472181464.15,2161483369422.01,2140085567791.45
Central Europe and the Baltics,CEB,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271637123369.43,249770190038.71,256444334950.33,269826665737.78,308020664820.88,393418186688.97,416195415189.19,410169356215.54,448894516191.06,435065687984.23,428597564395.94,468614167274.24,528074378315.02,634393988542.30,763090451335.70,886072339096.30,1001637213773.61,1265565727257.36,1530718934020.82,1289853592526.98,1316548010141.42,1454732403908.46,1359052936743.23,1417557275930.70,1463823020682.85,1293623329358.52,1316821592128.16,1461567745963.70,1649014249607.31,1674815945871.77,1665817489087.96,1908203520080.50,1943576044705.41,2252970882003.43
Switzerland,CHE,GDP (current US$),10412232620.53,11713348834.31,12989649694.28,14283872299.05,15833133857.63,16780226225.09,18019402373.54,19397044714.10,20712102793.80,22442043274.07,24998066773.38,30040171750.65,36844318854.24,49550006319.51,57103011445.64,65466081819.24,68476524643.94,73135771167.05,102280472035.79,114970094424.73,122557843886.14,112244805518.79,115043365512.49,114634358534.61,109455312167.51,110980314191.53,159089921062.87,199236370037.55,215540625298.98,208105846934.41,265763573999.42,268901693863.32,279921425828.47,272237527070.93,301375055202.16,352835806342.50,340103959546.93,294788198856.20,303459014346.81,297873643323.13,279216033870.20,286582672434.23,309301422430.39,362075086507.76,403912891033.37,418284865885.00,441634672196.52,490740715594.80,567267767519.16,554212916092.27,598851028906.58,715888126682.40,686420221557.99,706234937370.97,726537808338.00,694118186379.63,687895460902.71,695200833086.50,725568717468.00,721369112726.72,741999406005.63,813408787222.50,818426550206.45,884940402230.41
Channel Islands,CHI,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.61,6262740656.85,6439703434.71,6232906290.49,6663669064.75,7332244897.96,8553643354.08,8827272727.27,9676172953.08,11514605842.34,,,,,,,,,9072059721.02,9070980826.69,9940766574.09,9921386550.00,9301349237.21,11138490591.66,11228317318.77,
Chile,CHL,GDP (current US$),4110000000.00,4829238095.24,5631285444.23,5591307028.36,5964195925.44,6108679125.75,7162633082.32,7057478295.19,7192102966.84,8359596194.01,9144112431.28,10876091407.98,11833904487.64,16826390943.86,16209693232.08,7621570062.18,10338624019.44,13965595122.32,15992038535.20,21806136345.51,29036709871.79,34509878043.59,19529291464.73,20362016672.28,19671768024.46,17717662227.80,18897110625.52,22250729666.79,26042571615.60,29936735491.44,33137824762.02,37846188228.27,45949608551.81,49287378599.16,56998601183.55,73444831671.02,78584098982.91,85741415285.40,81990010703.84,75578685735.52,78339750721.74,71574739561.43,70264045939.13,76492579644.06,99075985773.18,122294145162.84,153843518171.43,172491076033.86,179894594475.98,171777900623.18,217051209240.30,251382573885.59,267024782480.28,277395018837.37,259560978231.55,242450355827.83,249344863933.46,276154259987.10,295857562991.71,278285058719.47,254042159309.31,315515014838.54,302116539409.03,335533331669.22
China,CHN,GDP (current US$),59716249310.97,50056685957.36,47209186415.36,50706614526.15,59708125203.86,70436008642.43,76720005491.90,72881364882.49,70846276051.47,79705614854.77,92602634891.66,99800593790.99,113689308020.34,138543170458.06,144188970821.07,163429530659.64,153939265947.78,174935933078.66,149540752829.27,178280594413.04,191149211575.00,195866382432.54,205089699858.78,230686747153.26,259946510957.14,309488028132.65,300758100107.25,272972974764.57,312353631207.82,347768051311.74,360857912565.97,383373318083.62,426915712715.86,444731282435.52,564321854521.01,734484834573.58,863749314718.54,961601980984.62,1029060747620.65,1094003874937.34,1211331651866.09,1339400897105.11,1470557654799.95,1660280543846.79,1955346768721.39,2285961149879.85,2752118657184.02,3550327802998.40,4594336785737.67,5101691124285.21,6087191746679.49,7551545703440.75,8532185381680.59,9570471111831.68,10475624944355.20,11061572618578.70,11233313730348.70,12310491333980.90,13894907857880.60,14279968506271.70,14687744162801.00,17820459508852.20,17881783387000.90,17794781986104.50
Cote d'Ivoire,CIV,GDP (current US$),546203559.34,618245634.18,645284473.73,761047198.03,921063326.59,919771228.82,1024102880.06,1082922724.87,1281281276.72,1361360293.43,1455482795.41,1584128509.47,1849400401.65,2508421426.18,3070152309.22,3893839190.27,4662053824.84,6265068189.38,7900526298.32,9142933966.79,10175617609.10,8432589942.39,7567110848.92,6838184772.52,6841639246.90,6977650643.99,9158302099.58,10087654464.82,10255169805.80,9757410644.67,10795850582.78,10492628580.75,11152971273.94,11045760288.12,8313557510.15,11000146266.51,18071152830.61,18047558037.70,19619654755.68,18870992455.57,16577533891.88,16810537043.84,18054383320.85,21251754340.43,23510575681.37,24036918703.17,25281413263.37,28760090953.31,34078240293.26,33886813250.20,34936307980.06,36693710801.40,36302302877.30,42760235484.61,48843005613.71,45815005169.27,48407761036.82,52512343996.69,58522477786.69,60382894697.36,63027852805.42,72794636653.78,70173140101.43,78788828906.86
Cameroon,CMR,GDP (current US$),614206068.50,652777608.32,694247864.38,718320845.04,776650176.90,814083265.51,851112534.55,936175260.03,1046191217.80,1100551488.63,1151216992.88,1236941394.11,1498251889.66,1901393361.02,2157415532.55,2857037371.06,2898090001.86,3394664024.06,4662852583.13,5919002982.60,6674569046.68,6610938616.66,6611255963.84,6870200009.90,7311938026.37,8544810497.99,11857056199.08,13049659981.14,12236057362.49,11012566195.03,12314482627.85,11840192296.39,12071775335.04,16181814712.53,8902446252.18,10864772470.90,11093538846.45,10789458432.64,11298144990.41,11565826458.89,10566579294.52,10953485345.22,12417251341.60,15970315030.24,18826214125.23,19509852219.90,20910512979.13,23928250409.22,27715142006.02,27932970296.85,27507501808.64,30630910513.49,30155062302.45,33728621190.42,36386544715.27,32210233021.40,33814337040.78,36098547058.79,39955552189.80,39667757527.66,40773241177.05,44993521774.07,43644068310.85,47945510090.05
"Congo, Dem. Rep.",COD,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8850000000.00,10768000000.00,5820475672.05,5643416613.28,5771456952.19,6090838693.27,6217805820.77,4711259427.27,19088046305.80,7438189100.33,8728038525.14,8937567059.88,10297483481.22,11964484465.94,14451901696.39,16737071816.38,19788515590.13,18648372553.09,21565721044.85,25839749199.37,29306235285.26,32679745048.44,35909040925.94,37917706497.18,37134801555.33,38019264794.83,47568210009.82,51775829877.21,48716961860.13,55328482783.54,65801547619.60,66383287003.00
"Congo, Rep.",COG,GDP (current US$),131731862.78,151675738.93,166521239.65,172233430.66,185693724.91,198318064.03,220613581.97,237397428.14,251247457.77,265040036.42,274960699.89,322128018.96,410669263.65,541973362.61,585364634.47,767102680.24,754549601.39,765224029.29,878771772.20,1198749667.43,1705796852.89,1993512322.62,2160640564.56,2097274289.75,2193581365.34,2160872540.03,1849268212.30,2297753652.35,2212536311.99,2389593025.60,2798746050.11,2724853505.80,2933222703.03,2684323623.14,1769365437.79,2116003867.76,2540697539.06,2322719102.69,1949481379.22,2354772960.28,3227927697.58,2796704604.04,3034250923.98,3503723087.74,4656974940.13,6650001680.49,8072305029.07,8782703436.70,11649857673.44,9723299915.25,13148396211.60,15655383576.65,17692911296.30,17958720699.09,17919321082.55,12434793867.72,10931328149.69,11834473047.76,14773900277.92,13976637328.85,11468688140.72,14825690210.03,15817030156.95,15321055818.33
Colombia,COL,GDP (current US$),4031152976.64,4540447761.19,4955538218.82,4836166666.67,5973366666.67,5760761904.76,5428518518.52,5825170438.49,5960212869.13,6450175213.75,7198360460.20,7820380970.54,8671358732.68,10315760000.34,12370029583.64,13098633901.87,15341403660.47,19470960619.13,23263511958.05,27940411250.27,33400735644.05,36388366869.03,38968039721.75,38729822781.60,38253120737.97,34894419443.49,34942489683.97,36373307085.09,39212550050.42,39540080200.39,47844090709.99,49637993948.84,58394443377.54,66474101301.18,81705497616.57,92495970511.40,97153389010.95,106656492293.61,98486358581.16,86278947636.96,99875074951.03,98200641203.39,97945812802.89,94644969157.10,117092416666.25,145600529605.80,161792958904.86,206229540926.31,242504150472.93,232468663109.59,286498534094.96,334966134804.89,370691143018.04,382093697077.69,381240864422.41,293492370193.17,282720100286.23,311866875156.88,334198218098.28,323031701192.84,270348342541.47,318524633225.40,345329875078.51,363540156234.87
Comoros,COM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,212218261.59,196349931.54,184009013.56,191621954.86,184697225.64,196726096.33,279197721.81,337525852.65,356500032.68,341476768.33,429622177.72,424108769.50,457388651.50,452881475.07,319189184.26,398461797.01,396053805.89,364445600.53,370106745.93,382454989.95,351136579.65,378512024.08,425964681.04,546885222.71,633706110.80,653845169.17,698431793.87,795673152.87,915659107.97,905341172.71,907978730.89,1023086273.53,1015843490.82,1116224106.84,1149587661.01,966029600.86,1012835493.19,1077439756.59,1188797449.39,1195019531.90,1225039196.61,1296089479.92,1242519407.78,1352380972.16
Cabo Verde,CPV,GDP (current US$),,,,,,,,,,,,,,,,,,,,,142246815.35,139468209.12,140630678.98,138476175.62,132019038.59,137728204.81,190651167.56,235253064.71,264308140.29,267448571.41,306890962.65,319827058.59,357160985.33,490417389.68,406580652.33,487148993.53,501979269.84,490608657.92,521910560.52,592416703.06,539227277.63,563090490.38,620507387.47,813260468.87,924940011.84,972241676.91,1107571457.91,1649621738.64,1959620648.32,1852334575.18,1824751467.93,2046817987.20,1913081210.41,2028910915.16,2041930125.43,1749857620.35,1849789986.00,1996741539.95,2205099507.00,2252177124.32,1821565613.69,2051842609.65,2303738020.15,2587252076.31
Costa Rica,CRI,GDP (current US$),507513829.99,490325181.61,479180824.35,511902136.81,542578367.24,592981162.26,647305630.19,699456618.87,773841494.34,853630203.77,984830158.49,1077147537.52,1238251695.55,1528925846.25,1666544754.10,1960863465.58,2412555425.90,3072427012.84,3523208809.80,4035519323.22,4831447001.17,2623803095.79,2606623554.57,3146772630.77,3660477856.23,3919203960.40,4418983870.97,4532952047.16,4614629898.40,5251025767.48,5711687786.76,7196276092.46,8564041916.15,9582868487.43,10486787008.09,11578594259.87,11678424507.25,12614602382.20,13684255946.58,14254866281.15,15013629658.65,15976174336.97,16578820687.29,17271760506.95,18610594846.21,20040642476.98,22715540324.69,26884700344.84,30801744881.95,30745714312.99,37658614803.85,42762613699.95,47231655431.14,50949668840.87,52016408951.82,56441920821.08,58847019609.65,60516044657.23,62420164991.54,64417670521.18,62395610760.39,64960725734.20,69243626028.59,86497941439.02
Caribbean small states,CSS,GDP (current US$),641539199.97,700032151.39,751070761.91,783055216.42,850013068.40,941955802.17,1060211693.69,1193809346.97,1249827169.49,1408416099.22,1494644823.07,1613957283.86,1699530410.79,1914714924.04,2188779239.81,2399029470.13,2459992058.31,2810359159.79,3227977419.15,3813512912.08,4581034657.33,4920708665.37,5085934008.82,5355236378.62,5855996772.42,6344026525.30,6899365003.28,7446648029.21,8147437984.70,8161221667.96,8504276626.82,8637254827.27,8801288383.81,9144076192.96,9839199623.04,10400848111.35,11180259450.94,14335075432.75,15597595841.55,16582093658.36,17467367619.11,17638376240.55,18687788779.53,19248879362.73,20281937834.12,22208371015.04,25923714993.91,28067234199.50,29396279802.38,28708191270.57,29715534449.17,30344564229.34,32052386052.29,32390809157.29,33462282320.52,34538256117.69,33451252507.27,34921587493.34,36225416548.20,37621010338.36,31378030000.78,36706592898.69,48138054138.98,53252637669.90
Cuba,CUB,GDP (current US$),,,,,,,,,,,5693005200.00,6914658400.00,8135150891.92,9987709650.18,11405957317.07,13027415243.90,13789579902.56,14206158674.70,17844705324.68,19584443287.67,19912889861.11,20150254096.39,20953510235.29,22204940512.22,24039383608.42,22920490774.10,24226574634.03,25213935012.08,27458999472.30,27023468665.90,28645436569.15,24316556025.66,22085858243.24,22367254864.86,28448326756.76,30429803651.22,25017368700.00,25365908100.00,25736331200.00,28364615200.00,30565400000.00,31682400000.00,33590500000.00,35901200000.00,38203000000.00,42643836100.00,48835925925.93,54262870370.37,56302129629.63,57481481481.48,59562962962.96,68990000000.00,73141000000.00,77148000000.00,80656100000.00,87132800000.00,91370407863.70,96850649691.74,100050036096.12,103427600000.00,107351800000.00,,,
Curacao,CUW,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930092234.64,3012836256.98,3033568603.35,3059406983.24,3058779217.88,3024690167.60,3033433240.22,3046364804.47,3026124134.08,2534327597.77,2739608133.18,3073840325.43,
Cayman Islands,CYM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288282.10,4466278030.59,4585948969.33,4281714618.03,4156841163.78,4186073160.18,4291004485.57,4405796081.16,4562853582.32,4708167255.29,4909322200.00,5166281293.19,5530178498.91,5941896599.57,5655357984.24,6060026509.59,6600844001.54,
Cyprus,CYP,GDP (current US$),,,,,,,,,,,,,,,,489914760.68,576090073.72,734887973.98,964026512.20,1288715209.58,2154311276.95,2087496373.78,2159242416.77,2160364071.19,2278248953.14,2430411900.19,3090734463.28,3704813885.51,4278792597.24,4563482603.55,5591130217.67,5770197348.48,6912150456.32,6590291048.29,7425703928.57,9933133247.09,10011918444.17,9547818700.11,10248617647.06,10497908306.36,9985844486.33,10397897085.61,11420227884.62,14547325028.31,17320552500.00,18433411267.26,20072786350.52,23968764029.56,27844698989.31,26048249356.84,25799940416.22,27641551807.30,25047433100.13,23959708956.36,23225912184.50,19909269064.12,21046452116.38,22946583374.76,25597301190.92,25947020102.43,25227189744.91,29482912835.36,29250532020.07,32229622669.20
Czechia,CZE,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950704.62,29859921158.87,34805013229.57,40866748705.11,47850203856.18,60147174076.87,67387788632.98,62180159376.12,66807429711.41,65173130995.22,61828166496.09,67808032979.54,82196001050.75,100090467581.27,119814434353.58,137143471328.27,156264095664.64,190183800884.02,236816485762.99,207434296805.33,209069940963.18,229562733398.95,208857719320.65,211685616592.93,209358834156.33,188033050459.88,196272068576.34,218628940951.68,249000540729.18,252548179964.90,245974558654.04,281791218507.10,290565654835.81,330858339871.69
Germany,DEU,GDP (current US$),84310950194.12,96205728657.73,105508875286.24,111822811005.91,122880200227.84,134282707622.24,142781158769.18,144570993320.91,155955906530.70,177084689264.15,215838448137.66,249985055484.30,299801542047.48,398374021953.90,445303484241.55,490636517211.23,519754453161.41,600498238019.04,740469983446.93,881345176608.69,950290856466.54,800472055387.28,776576439106.96,770684323247.80,725111123634.12,732534887058.20,1046259374943.71,1298176105549.51,1401233225303.49,1398967436804.33,1771671206875.68,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194945278872.59,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.10,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.60,3889177589254.90,3887727161914.41,4278503934689.85,4082469490797.68,4456081016705.96
Djibouti,DJI,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,340989527.97,,373371738.29,395794538.63,409220087.10,452328087.28,462421998.53,478058304.87,466048469.23,491689220.74,497723960.59,494004647.73,502675542.00,514267869.30,536080148.10,551230861.86,572417440.82,591122039.60,622044665.52,666072101.78,708633194.73,768873684.03,847918929.11,999105339.27,1049110684.72,1128611700.36,1239144501.78,1353632941.52,2042817162.86,2214679081.26,2424391785.44,2604955228.70,2762581334.23,2913466732.13,3088853638.57,3185150981.03,3385825228.87,3674298479.08,4098530513.56
